,customerid,count,country,state,city,zip_code,lat_long,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_score,cltv,churn_reason,gender_female,gender_male,internet_svc_none,internet_svc_dsl,internet_svc_fiber,contract_mtm,contract_1yr,contract_2yr,pmt_meth_bank_trx_auto,pmt_meth_cc_auto,pmt_meth_echeck,pmt_meth_mail_check,churn_rsn_grp_cust_svc,churn_rsn_grp_moved,churn_rsn_grp_pricing,churn_rsn_grp_product,churn_rsn_grp_unknown,p1_phone_only,p2_phone_multi,p3_dsl_only,p4_dsl_plus,p5_dsl_bund_core,p6_dsl_bund_plus,p7_fib_bund_core,p8_fib_bund_plus,charge_trend_index,streams,pmt_meth_auto,svc_add_ons,charge_cust_index,tenure_1yr,tenure_2-4yr,tenure_4+yr,churn_value
1782,6230-BSUXY,1,United States,California,Paramount,90723,"33.897122, -118.164432",1,0,0,1,1,0,0,0,1,0,0,1,1,85.0,85.0,93,2650,Network reliability,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1,0,1,0.98,1,0,0,1
2785,2120-SMPEX,1,United States,California,Santa Rosa,95403,"38.488431, -122.752839",0,0,0,25,1,0,0,0,0,0,0,0,1,20.15,536.35,58,3848,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,0,0,0,1.1,0,1,0,0
4246,6869-FGJJC,1,United States,California,Gazelle,96034,"41.411315, -122.697236",0,0,0,68,1,0,0,1,1,0,0,0,0,79.6,5461.45,20,5210,,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,1,2,0.86,0,0,1,0
4557,2107-FBPTK,1,United States,California,Ramona,92065,"33.044541, -116.833922",1,0,0,30,1,1,0,1,1,0,1,1,1,104.1,3121.1,59,5655,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,0,3,1.04,0,1,0,0
3887,9929-PLVPA,1,United States,California,Capitola,95010,"36.977025, -121.952864",0,0,1,4,1,0,0,0,0,0,0,0,0,20.4,94.5,65,4929,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.86,0,1,0,1.12,1,0,0,0
2042,4811-JBUVU,1,United States,California,Sherman Oaks,91423,"34.146957, -118.432138",0,0,0,30,1,1,0,0,0,1,0,1,1,89.9,2723.15,33,3233,,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,1,1,2,0.99,0,1,0,0
319,3165-HDOEW,1,United States,California,Salida,95368,"37.713152, -121.08739",0,1,0,1,1,0,0,0,0,0,0,0,1,45.85,45.85,73,3706,Don't know,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0,0,0,0.99,1,0,0,1
1854,6583-QGCSI,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",1,1,0,50,1,1,0,1,0,0,1,0,1,88.05,4367.35,87,5813,Competitor made better offer,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.01,1,0,2,0.97,0,0,1,1
5804,4565-EVZMJ,1,United States,California,San Diego,92128,"33.000269, -117.072093",0,0,0,47,1,0,1,1,0,1,0,0,1,58.9,2813.05,40,5774,,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,0,0,3,0.96,0,1,0,0
2750,6807-SIWJI,1,United States,California,Groveland,95321,"37.902968, -119.667544",0,0,0,38,1,1,1,1,0,0,1,1,1,104.85,3887.25,35,2709,,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,0,3,1.12,0,1,0,0
3465,3995-WFCSM,1,United States,California,San Jacinto,92582,"33.806708, -117.02007",0,0,0,2,1,0,0,0,1,0,0,1,0,60.85,111.4,54,3796,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.09,1,0,1,1.09,1,0,0,0
6942,9609-BENEA,1,United States,California,Chula Vista,91914,"32.688506, -116.938632",0,1,0,35,1,1,0,1,0,1,1,0,1,69.0,2441.7,59,5283,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,1,0,3,1.06,0,1,0,0
1999,7654-YWJUF,1,United States,California,Sunland,91040,"34.282704, -118.312929",0,1,0,43,1,0,1,0,1,1,0,0,1,84.25,3539.25,51,4382,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,0,1,3,0.88,0,1,0,0
1098,0495-ZBNGW,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",1,1,0,5,1,1,0,0,1,0,0,0,1,79.9,343.95,90,4324,Competitor offered more data,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.16,0,1,2,0.85,1,0,0,1
2363,8095-WANWK,1,United States,California,Kettleman City,93239,"35.996923, -120.000951",0,0,0,10,1,0,0,0,0,0,0,0,0,45.25,428.7,38,5369,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.06,0,0,0,0.98,1,0,0,0
6509,3043-SUDUA,1,United States,California,West Sacramento,95605,"38.592745, -121.540036",0,0,0,32,1,0,0,0,0,0,0,0,0,19.9,601.55,29,4374,,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.06,0,1,0,1.09,0,1,0,0
6518,8904-OPDCK,1,United States,California,Citrus Heights,95621,"38.69549, -121.307864",1,1,0,54,0,0,0,0,0,0,0,0,1,24.95,1364.75,56,4691,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99,0,1,0,0.89,0,0,1,0
5349,0016-QLJIS,1,United States,California,Sheridan,95681,"38.984756, -121.345074",0,1,1,65,1,1,1,1,1,1,1,1,1,90.45,5957.9,25,5509,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,2,0,5,1.16,0,0,1,0
447,6097-EQISJ,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",0,1,0,66,1,1,0,1,1,0,1,1,1,102.45,6615.15,82,4688,Attitude of support person,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,1,3,1.03,0,0,1,1
4178,7080-TNUWP,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",0,1,0,70,1,1,0,1,1,0,1,0,1,95.0,6602.9,65,6259,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,1,1,3,0.95,0,0,1,0
6155,9867-NNXLC,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",0,0,0,22,1,0,0,0,0,0,0,0,1,20.05,470.2,44,5555,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,0,0,0,1.1,0,1,0,0
2093,8266-VBFQL,1,United States,California,Jamul,91935,"32.695681, -116.798386",0,0,0,4,1,0,0,0,1,1,0,1,1,90.4,356.65,35,3314,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,1,0,2,0.98,1,0,0,0
1306,8008-HAWED,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",0,0,0,14,0,0,0,0,1,0,1,1,1,50.75,712.75,82,4883,Competitor had better devices,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,2,0,1,1.36,0,1,0,1
1739,3621-CEOVK,1,United States,California,Trinity Center,96091,"41.081847, -122.700545",1,1,0,14,1,1,0,1,0,0,1,1,1,100.2,1369.8,97,3369,Service dissatisfaction,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,0,2,1.11,0,1,0,1
6863,9546-KDTRB,1,United States,California,Pasadena,91106,"34.139402, -118.128658",0,0,0,19,1,1,0,0,0,0,0,0,0,24.7,465.85,46,3612,,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01,0,1,1,0.96,0,1,0,0
4299,1843-TLSGD,1,United States,California,Standish,96128,"40.346634, -120.386422",0,1,1,13,1,0,0,0,0,0,0,0,0,20.85,272.35,58,3163,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.14,0,1,0,0
2355,2391-IPLOP,1,United States,California,Corcoran,93212,"36.04533, -119.532424",0,1,0,50,1,1,0,0,1,1,1,0,1,69.65,3442.15,27,4706,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,1,0,3,1.01,0,0,1,0
196,3009-JWMPU,1,United States,California,Five Points,93624,"36.397745, -120.119911",0,0,0,62,1,1,0,0,1,0,1,1,1,96.75,6125.4,92,5016,Attitude of service provider,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98,2,0,2,1.03,0,0,1,1
5290,1820-DJFPH,1,United States,California,Orick,95555,"41.336354, -124.044354",0,1,1,72,1,1,0,0,0,0,0,0,1,24.05,1709.15,36,4755,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01,0,1,1,0.93,0,0,1,0
89,2034-GDRCN,1,United States,California,Valley Center,92082,"33.25283, -116.986079",0,0,0,2,1,0,0,0,0,0,1,1,1,90.4,168.2,76,4157,Don't know,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.07,2,0,0,1.17,1,0,0,1
3310,8466-PZBLH,1,United States,California,Descanso,91916,"32.912664, -116.635387",0,1,1,67,1,1,1,0,0,1,1,1,0,104.6,6885.75,56,4743,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,1,3,1.12,0,0,1,0
1099,2357-COQEK,1,United States,California,Atherton,94027,"37.454924, -122.203168",1,0,0,28,1,1,0,0,1,1,1,1,1,103.3,2890.65,78,4136,Competitor made better offer,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,2,0,3,1.03,0,1,0,1
6417,2925-VDZHY,1,United States,California,Sonora,95370,"37.982716, -120.343732",0,1,1,72,1,1,1,1,1,1,1,1,0,88.7,6501.35,46,4641,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,2,1,5,1.13,0,0,1,0
1185,3506-LCJDC,1,United States,California,Modesto,95358,"37.612612, -121.108568",0,1,1,1,1,0,0,0,0,0,0,0,0,19.95,19.95,76,4860,Product dissatisfaction,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,0,1,0,1.09,1,0,0,1
1501,5229-PRWKT,1,United States,California,Lompoc,93437,"34.757477, -120.550507",0,0,0,8,1,1,0,0,0,0,0,1,1,86.55,649.65,80,4193,Attitude of service provider,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.07,1,0,1,1.02,1,0,0,1
3007,9798-OPFEM,1,United States,California,Adin,96006,"41.171578, -120.913161",0,0,0,46,1,0,0,0,0,0,0,0,1,21.1,937.1,37,4791,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.04,0,0,0,1.16,0,1,0,0
2897,3569-EDBPQ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",0,0,0,24,1,1,1,0,0,1,0,0,1,84.35,1938.05,31,2198,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0,0,3,0.9,0,1,0,0
703,1569-TTNYJ,1,United States,California,Richmond,94805,"37.941456, -122.320968",0,1,0,5,1,1,0,1,0,0,0,0,1,78.75,412.1,72,3401,Don't know,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.96,0,0,2,0.87,1,0,0,1
6624,9644-UMGQA,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",0,1,1,6,1,0,1,0,0,0,0,0,1,49.15,295.65,43,4076,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0.99,1,0,0,0
2447,5175-WLYXL,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",0,0,0,22,1,1,0,1,0,0,0,0,1,78.85,1600.25,75,2444,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,0,0,2,0.87,0,1,0,0
4939,9253-VIFJQ,1,United States,California,Chualar,93925,"36.596271, -121.442274",0,1,0,65,1,1,1,1,1,0,0,0,0,67.05,4309.55,52,5224,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,1,4,0.93,0,0,1,0
6657,7781-EWARA,1,United States,California,Big Bend,96011,"41.096569, -121.879082",0,1,1,70,0,0,0,1,1,1,1,1,0,60.35,4138.7,56,4122,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.02,2,0,3,1.23,0,0,1,0
5048,8908-NMQTX,1,United States,California,Walnut Creek,94595,"37.862128, -122.075197",0,0,0,72,0,0,1,1,1,1,1,1,1,65.6,4566.5,75,4369,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.03,2,1,4,1.25,0,0,1,0
4258,2703-AMTUL,1,United States,California,Lookout,96054,"41.280478, -121.160249",0,1,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,37,4113,,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,2,0.97,0,1,0,0
2923,9046-DQMTP,1,United States,California,Kyburz,95720,"38.766036, -120.209673",0,0,0,35,1,0,0,0,0,0,0,0,0,20.75,739.9,75,5876,,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,1,0,1.14,0,1,0,0
1954,4549-ZDQYY,1,United States,California,Torrance,90505,"33.807882, -118.347957",0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,28,6078,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,0,1,3,0.89,0,0,1,0
6561,2378-VTKDH,1,United States,California,Woodland,95695,"38.71967, -121.862416",1,1,0,65,1,1,0,1,1,0,1,1,1,104.35,6578.55,69,4073,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,2,0,3,1.04,0,0,1,0
1482,1493-AMTIE,1,United States,California,Ivanhoe,93235,"36.385818, -119.224243",0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,87,5394,Attitude of service provider,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1,0,1.11,1,0,0,1
5903,3002-WQZWT,1,United States,California,Murrieta,92563,"33.581045, -117.14719",0,0,0,29,1,1,0,0,0,0,0,0,1,74.2,1993.25,55,3982,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,0,0,1,0.88,0,1,0,0
4228,4393-OBCRR,1,United States,California,Bella Vista,96008,"40.722733, -122.109666",0,0,0,3,1,0,0,0,0,0,0,0,0,20.25,71.2,31,4331,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.85,0,0,0,1.11,1,0,0,0
6950,8213-TAZPM,1,United States,California,Lemon Grove,91945,"32.733564, -117.033713",0,1,1,69,1,1,0,1,1,1,1,1,1,108.75,7493.05,46,5874,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,1,4,1.03,0,0,1,0
688,2195-ZRVAX,1,United States,California,Rodeo,94572,"38.027218, -122.23463",0,1,0,47,1,0,0,0,1,0,0,1,1,85.3,4045.65,97,3631,Don't know,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99,1,0,1,0.98,0,1,0,1
3783,1051-EQPZR,1,United States,California,Stanford,94305,"37.424342, -122.165641",0,1,1,44,1,0,0,0,0,0,0,0,0,19.6,780.25,36,5584,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.11,0,0,0,1.07,0,1,0,0
1548,0568-ONFPC,1,United States,California,San Francisco,94112,"37.720498, -122.443119",0,1,1,5,1,1,0,0,0,0,0,0,1,25.9,135.0,83,2102,Moved,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.96,0,1,1,1.01,1,0,0,1
4574,2259-OUUSZ,1,United States,California,San Diego,92106,"32.71346, -117.236378",0,0,0,7,0,0,0,0,1,1,0,0,1,35.5,249.55,48,5124,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,2,0.82,1,0,0,0
2914,8785-CJSHH,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",0,1,0,60,1,1,0,1,0,0,1,1,1,99.8,5985.75,38,6213,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,0,2,1.11,0,0,1,0
5450,7515-LODFU,1,United States,California,Burney,96013,"40.946785, -121.719489",1,0,0,69,1,0,0,0,0,0,0,0,0,20.3,1356.3,21,4042,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.03,0,1,0,1.11,0,0,1,0
5237,0599-XNYDO,1,United States,California,Graton,95444,"38.434362, -122.86891",0,1,0,20,1,0,0,0,0,0,0,0,1,69.8,1540.35,33,5456,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.91,0,1,0,0.91,0,1,0,0
3033,2782-JEEBU,1,United States,California,Los Molinos,96055,"40.059385, -122.091481",0,0,0,21,0,0,0,1,0,1,0,0,1,36.0,780.15,64,3378,,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.97,0,0,2,0.91,0,1,0,0
919,9026-RNUJS,1,United States,California,Van Nuys,91401,"34.178483, -118.431791",1,0,0,5,1,0,0,0,1,0,0,0,0,50.35,237.25,81,4618,Product dissatisfaction,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.06,0,0,1,0.9,1,0,0,1
4337,1125-SNVCK,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",1,0,0,49,1,0,0,0,0,0,0,0,0,43.8,2106.05,68,5651,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.02,0,0,0,0.95,0,0,1,0
6118,0289-IVARM,1,United States,California,Parlier,93648,"36.622237, -119.521126",0,0,0,35,1,0,1,1,1,0,0,0,0,60.55,1982.6,34,3463,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.07,0,0,3,0.93,0,1,0,0
226,3804-RVTGV,1,United States,California,Mountain View,94043,"37.419725, -122.062947",0,1,0,50,1,1,0,1,1,0,1,1,1,103.85,5017.9,100,5812,Price too high,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.03,2,1,3,1.04,0,0,1,1
2902,9337-SRRNI,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",0,0,1,66,1,1,0,0,0,0,0,0,1,25.3,1673.8,56,6019,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,0.98,0,0,1,0
3333,1960-UYCNN,1,United States,California,Julian,92036,"32.980678, -116.262854",0,0,0,10,1,1,0,1,1,0,0,1,1,95.25,1021.55,23,4810,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93,1,0,3,0.95,1,0,0,0
3516,3420-ZDBMA,1,United States,California,Brea,92821,"33.930199, -117.862898",1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,36,5171,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.96,0,0,0,0.93,1,0,0,0
5173,0988-JRWWP,1,United States,California,Wilseyville,95257,"38.392686, -120.415951",0,0,0,3,1,0,0,0,0,0,1,0,1,54.2,140.4,68,3167,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.16,1,0,0,1.17,1,0,0,0
6117,8645-KOMJQ,1,United States,California,Orosi,93647,"36.600185, -119.175655",0,1,1,69,1,1,0,1,1,1,1,1,1,81.95,5601.4,59,6182,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,2,1,4,1.1,0,0,1,0
3304,9261-WDCAF,1,United States,California,Bonita,91902,"32.67117, -117.00232",0,0,0,3,1,0,0,0,0,0,0,1,0,54.65,189.1,34,2168,,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.87,1,0,0,1.18,1,0,0,0
6098,0932-YIXYU,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",0,0,0,47,1,0,0,0,0,0,0,0,0,20.25,1029.8,64,5134,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.92,0,1,0,1.11,0,1,0,0
9,8665-UTDHZ,1,United States,California,Los Angeles,90029,"34.089953, -118.294824",0,1,0,1,0,0,0,1,0,0,0,0,0,30.2,30.2,97,2915,Competitor had better devices,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,1,0.9,1,0,0,1
1208,4290-BSXUX,1,United States,California,Fields Landing,95537,"40.726949, -124.217378",0,1,0,3,1,1,0,0,0,1,0,0,1,79.65,251.75,87,5036,Competitor offered more data,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.95,0,1,2,0.88,1,0,0,1
436,7963-GQRMY,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",0,1,0,3,1,0,0,0,0,0,0,0,0,44.3,134.5,88,4903,Extra data charges,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.99,0,0,0,0.96,1,0,0,1
3021,3223-DWFIO,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,26,4140,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.06,0,0,0,0.9,1,0,0,0
5396,7608-RGIRO,1,United States,California,Marysville,95901,"39.19514, -121.503883",0,0,1,62,1,1,0,0,0,0,0,0,1,24.4,1413.0,66,4889,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.07,0,0,1,0.95,0,0,1,0
1257,5175-AOBHI,1,United States,California,Hamilton City,95951,"39.732767, -122.042298",0,0,0,4,1,0,0,0,0,0,0,0,1,46.0,193.6,97,5246,Lack of self-service on Website,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.95,0,0,0,1.0,1,0,0,1
1131,2187-LZGPL,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",0,0,0,7,0,0,0,1,0,0,0,1,1,40.1,293.3,68,4414,Attitude of service provider,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.96,1,1,1,1.19,1,0,0,1
1387,8821-XNHVZ,1,United States,California,Solana Beach,92075,"33.001813, -117.263628",0,1,0,1,1,0,0,0,0,0,1,0,1,80.05,80.05,82,2943,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1.04,1,0,0,1
403,6326-MTTXK,1,United States,California,Yuba City,95993,"39.075694, -121.70606",0,0,0,8,1,1,0,1,0,0,1,1,0,100.85,819.55,97,3849,Attitude of service provider,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98,2,0,2,1.12,1,0,0,1
159,1626-ERCMM,1,United States,California,Camp Nelson,93208,"36.057458, -118.591951",1,1,0,20,1,1,0,0,0,0,1,1,1,94.55,1899.65,84,5604,Competitor had better devices,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2,0,1,1.12,0,1,0,1
3002,2882-WDTBA,1,United States,California,Willows,95988,"39.493991, -122.286363",0,1,0,69,1,0,1,1,1,1,1,0,1,75.75,5388.15,75,5839,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,1,1,4,1.07,0,0,1,0
5638,8541-QVFKM,1,United States,California,Long Beach,90807,"33.830099, -118.182239",0,0,0,8,1,1,0,0,0,0,0,0,1,73.5,632.2,61,5777,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93,0,0,1,0.87,1,0,0,0
5128,8042-RNLKO,1,United States,California,Watsonville,95076,"36.931654, -121.752383",0,0,0,66,1,1,0,0,0,0,0,0,0,25.45,1699.15,48,4163,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.99,0,1,1,0.99,0,0,1,0
5056,5599-HVLTW,1,United States,California,Oakland,94609,"37.834341, -122.26437",1,0,0,14,1,1,0,0,1,0,0,0,1,80.35,1058.1,39,3276,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,0,1,2,0.85,0,1,0,0
2083,3808-HFKDE,1,United States,California,Alhambra,91801,"34.090925, -118.128164",0,0,0,20,1,0,0,0,0,0,0,0,1,44.35,927.15,59,3460,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.96,0,0,0,0.96,0,1,0,0
6021,7502-BNYGS,1,United States,California,Wasco,93280,"35.652242, -119.4464",0,1,0,46,1,0,0,1,0,0,1,1,1,69.1,3168.0,53,2333,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2,1,1,1.33,0,1,0,0
4222,5384-ZTTWP,1,United States,California,Yuba City,95991,"39.02741, -121.614982",0,1,1,15,1,0,0,0,0,0,0,0,0,19.8,272.95,34,4167,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.09,0,0,0,1.08,0,1,0,0
